Date,Open,High,Low,Close,Volume,PctChange,Adj Close
2013-02-22,2607.65,2618.483,2591.146,2596.604,6020485200.0,-0.534178853035,2596.604
2013-02-25,2607.149,2628.696,2590.787,2604.96,5316194200.0,0.321804940701,2604.96
2013-02-26,2587.375,2631.094,2564.672,2567.595,8000306500.0,-1.43437898159,2567.595
2013-02-27,2576.046,2615.249,2569.38,2594.677,6322674300.0,1.05476140976,2594.677
2013-02-28,2611.94,2673.711,2593.997,2673.327,8692259500.0,3.03120589256,2673.327
2013-03-01,2671.842,2680.854,2626.995,2668.836,7334375300.0,-0.167992919683,2668.836
2013-03-04,2619.42,2619.574,2528.694,2545.715,11061910300.0,-4.61328458786,2545.715
2013-03-05,2547.893,2623.171,2541.766,2622.807,8966115200.0,3.02830433846,2622.807
2013-03-06,2634.87,2658.139,2620.431,2650.202,9582965200.0,1.04449164867,2650.202
2013-03-07,2639.783,2658.969,2592.867,2619.479,9408266600.0,-1.15927016735,2619.479
2013-03-08,2622.684,2632.624,2601.961,2606.927,5942955700.0,-0.479179263115,2606.927
2013-03-11,2600.278,2611.652,2574.172,2592.372,5094643600.0,-0.558320224285,2592.372
2013-03-12,2590.391,2619.512,2530.251,2555.615,7193514100.0,-1.41789066792,2555.615
2013-03-13,2551.726,2556.773,2515.058,2527.486,5643046000.0,-1.10067439079,2527.486
2013-03-14,2517.745,2546.699,2514.463,2534.273,4760575600.0,0.268527686596,2534.273
2013-03-15,2533.722,2600.091,2504.458,2539.873,8137218500.0,0.220970675349,2539.873
2013-03-18,2526.077,2544.619,2499.828,2502.493,5981277800.0,-1.4717271328,2502.493
2013-03-19,2507.396,2532.07,2491.854,2525.097,5453647600.0,0.903259277344,2525.097
2013-03-20,2526.968,2610.174,2526.83,2610.174,9070062200.0,3.36925673485,2610.174
2013-03-21,2611.58,2626.538,2598.509,2614.988,6955275600.0,0.184432148933,2614.988
2013-03-22,2612.256,2625.531,2603.344,2618.308,5564714100.0,0.126960426569,2618.308
2013-03-25,2628.407,2641.609,2607.613,2613.097,5626140200.0,-0.199021652341,2613.097
2013-03-26,2601.964,2607.357,2554.974,2575.05,6396296100.0,-1.45601177216,2575.05
2013-03-27,2575.726,2611.939,2566.345,2583.53,5690651700.0,0.329313993454,2583.53
2013-03-28,2535.988,2535.988,2495.083,2499.302,8757840500.0,-3.26019048691,2499.302
2013-03-29,2502.782,2509.109,2482.488,2495.083,5240213700.0,-0.168807134032,2495.083
2013-04-01,2486.428,2507.825,2483.732,2493.187,4734602200.0,-0.0759894549847,2493.187
2013-04-02,2495.843,2524.463,2475.0,2486.391,5568415200.0,-0.272582828999,2486.391
2013-04-03,2493.877,2507.143,2474.927,2483.547,4556422100.0,-0.114382654428,2483.547
2013-04-08,2443.24,2473.309,2429.5,2472.299,5329677200.0,-0.452900618315,2472.299
2013-04-09,2477.29,2505.294,2477.29,2489.43,5238982400.0,0.692917823792,2489.43
2013-04-10,2487.984,2495.572,2466.19,2485.309,4750491300.0,-0.165539905429,2485.309
2013-04-11,2502.5,2508.593,2476.396,2477.876,4298995800.0,-0.299077510834,2477.876
2013-04-12,2476.322,2489.118,2460.182,2462.112,3991727800.0,-0.636190056801,2462.112
2013-04-15,2453.967,2461.668,2430.149,2436.818,4653973400.0,-1.02732932568,2436.818
2013-04-16,2419.508,2461.046,2416.617,2459.592,5528061300.0,0.934579432011,2459.592
2013-04-17,2457.881,2465.202,2437.345,2458.473,4469216400.0,-0.0454953499138,2458.473
2013-04-18,2440.707,2478.413,2434.73,2464.851,4286070700.0,0.259429335594,2464.851
2013-04-19,2469.951,2542.453,2469.323,2533.827,7552087600.0,2.79838418961,2533.827
2013-04-22,2525.113,2539.046,2518.257,2530.67,6251188300.0,-0.124594144523,2530.67
2013-04-23,2532.201,2532.201,2448.2,2449.471,6065398200.0,-3.20859694481,2449.471
2013-04-24,2452.781,2511.202,2446.587,2495.579,6305091600.0,1.88236558437,2495.579
2013-04-25,2486.857,2505.482,2456.566,2467.875,6055792700.0,-1.1101231575,2467.875
2013-04-26,2477.724,2488.585,2439.796,2447.306,4712337800.0,-0.833470106125,2447.306
2013-05-02,2434.603,2453.749,2423.077,2449.639,4701608800.0,0.0953293144703,2449.639
2013-05-03,2457.543,2521.119,2457.543,2492.912,6233009100.0,1.76650524139,2492.912
2013-05-06,2502.978,2533.855,2500.455,2525.983,6041878000.0,1.32660114765,2525.983
2013-05-07,2519.364,2539.298,2507.756,2529.938,5449064300.0,0.156572714448,2529.938
2013-05-08,2542.266,2562.007,2531.251,2542.798,5955429400.0,0.508312880993,2542.798
2013-05-09,2542.374,2543.305,2507.792,2527.794,6024014500.0,-0.590058684349,2527.794
2013-05-10,2519.517,2546.975,2515.158,2540.836,4881672800.0,0.515943944454,2540.836
2013-05-13,2542.412,2547.602,2516.728,2530.768,5409214700.0,-0.396247535944,2530.768
2013-05-14,2525.998,2526.145,2479.872,2493.338,5488006400.0,-1.47899770737,2493.338
2013-05-15,2493.968,2507.43,2491.927,2506.925,4418966000.0,0.544932126999,2506.925
2013-05-16,2501.117,2553.058,2487.763,2552.709,7079618200.0,1.82630109787,2552.709
2013-05-17,2550.452,2598.706,2547.776,2592.048,8185080100.0,1.54106867313,2592.048
2013-05-20,2597.151,2627.616,2590.053,2609.607,8633780300.0,0.677417993546,2609.607
2013-05-21,2607.393,2617.4,2594.249,2614.853,7150599400.0,0.201026439667,2614.853
2013-05-22,2613.411,2630.068,2603.75,2618.034,7419181700.0,0.12165119499,2618.034
2013-05-23,2604.93,2624.076,2579.347,2582.849,8482537000.0,-1.34394741058,2582.849
2013-05-24,2591.419,2608.35,2572.884,2597.228,6073966900.0,0.556710839272,2597.228
2013-05-27,2593.522,2611.972,2589.739,2599.587,6419508000.0,0.0908276066184,2599.587
2013-05-28,2600.632,2644.359,2585.901,2644.359,8419611200.0,1.72227358818,2644.359
2013-05-29,2648.927,2661.229,2640.881,2642.561,7927770900.0,-0.0679937899113,2642.561
2013-05-30,2633.955,2647.443,2623.581,2634.323,7014636800.0,-0.311743050814,2634.323
2013-05-31,2638.71,2645.565,2604.746,2606.426,6252853300.0,-1.05898177624,2606.426
2013-06-03,2605.969,2625.936,2596.051,2602.623,5977446800.0,-0.145908609033,2602.623
2013-06-04,2600.499,2600.499,2556.056,2565.666,6631575000.0,-1.41999053955,2565.666
2013-06-05,2565.329,2570.027,2545.19,2560.539,4563719300.0,-0.199831157923,2560.539
2013-06-06,2552.817,2557.678,2525.306,2527.845,5249652900.0,-1.27684056759,2527.845
2013-06-07,2526.913,2538.891,2475.687,2484.16,6103089400.0,-1.72815179825,2484.16
2013-06-13,2448.717,2448.717,2375.204,2399.937,6973006600.0,-3.39040160179,2399.937
2013-06-14,2404.423,2420.356,2396.487,2416.771,5596453400.0,0.701435089111,2416.771
2013-06-17,2422.762,2427.532,2394.385,2403.839,5039571100.0,-0.53509414196,2403.839
2013-06-18,2413.088,2424.202,2393.321,2418.745,4863037900.0,0.620091438293,2418.745
2013-06-19,2408.28,2408.28,2366.346,2400.765,5434626000.0,-0.743360698223,2400.765
2013-06-20,2386.104,2386.104,2320.226,2321.466,5520102000.0,-3.30307221413,2321.466
2013-06-21,2283.151,2332.842,2269.565,2317.394,5870579800.0,-0.175406396389,2317.394
2013-06-24,2308.069,2308.069,2164.325,2171.21,8659725900.0,-6.3081202507,2171.21
2013-06-25,2146.053,2169.211,2023.171,2165.421,10755488200.0,-0.266625523567,2165.421
2013-06-26,2170.326,2181.021,2131.86,2168.297,7925642600.0,0.132814824581,2168.297
2013-06-27,2172.848,2200.213,2153.175,2160.735,7540675300.0,-0.348752975464,2160.735
2013-06-28,2149.03,2227.461,2139.372,2200.639,7945132700.0,1.84677898884,2200.639
2013-07-01,2187.092,2213.965,2166.353,2213.317,5772622700.0,0.576105415821,2213.317
2013-07-02,2211.803,2226.113,2191.801,2221.984,6183885000.0,0.391584217548,2221.984
2013-07-03,2211.044,2211.044,2169.137,2203.828,6583602200.0,-0.817107617855,2203.828
2013-07-04,2187.181,2245.908,2176.08,2221.979,7258114500.0,0.823612391949,2221.979
2013-07-05,2227.35,2252.033,2225.047,2226.849,6182177500.0,0.219173982739,2226.849
2013-07-08,2194.423,2205.214,2162.189,2163.619,5478249300.0,-2.8394382,2163.619
2013-07-09,2160.699,2174.786,2149.787,2162.669,4149443300.0,-0.0439079143107,2162.669
2013-07-10,2163.098,2224.135,2157.468,2224.065,6114978100.0,2.83889961243,2224.065
2013-07-11,2232.157,2351.223,2232.157,2326.688,12579319200.0,4.61420869827,2326.688
2013-07-12,2319.023,2331.986,2274.073,2275.373,8973308200.0,-2.20549559593,2275.373
2013-07-15,2289.762,2336.04,2274.673,2307.297,7475788400.0,1.40302276611,2307.297
2013-07-16,2300.83,2317.848,2281.942,2317.848,6562415700.0,0.457288324833,2317.848
2013-07-17,2311.443,2326.925,2281.609,2282.836,6765524800.0,-1.51053905487,2282.836
2013-07-18,2272.947,2282.435,2241.93,2245.328,5714429200.0,-1.6430439949,2245.328
2013-07-19,2248.133,2257.916,2188.752,2190.478,7053528200.0,-2.44285011292,2190.478
2013-07-22,2170.089,2203.058,2159.813,2202.189,5328349500.0,0.534632146358,2202.189
2013-07-23,2211.587,2276.742,2206.756,2265.845,7480973100.0,2.89057850838,2265.845
2013-07-24,2253.376,2265.578,2217.192,2249.151,6959230700.0,-0.736767053604,2249.151
2013-07-25,2255.223,2268.839,2227.853,2237.683,6577431600.0,-0.509881258011,2237.683
2013-07-26,2226.429,2238.42,2209.806,2224.008,4894109800.0,-0.611123204231,2224.008
2013-07-29,2205.083,2205.083,2169.017,2175.97,5460092500.0,-2.15997433662,2175.97
2013-07-30,2184.007,2221.589,2162.979,2189.388,5519362300.0,0.616644501686,2189.388
2013-07-31,2211.75,2235.384,2187.21,2193.021,4832705500.0,0.165936782956,2193.021
2013-08-01,2206.004,2245.56,2200.626,2245.364,6260399700.0,2.38679885864,2245.364
2013-08-02,2263.495,2274.71,2244.252,2247.263,6089089300.0,0.0845742598176,2247.263
2013-08-05,2249.976,2278.329,2243.22,2278.329,5534215100.0,1.38239276409,2278.329
2013-08-06,2270.672,2302.484,2256.715,2293.641,7374689500.0,0.672071516514,2293.641
2013-08-07,2292.379,2313.879,2276.862,2280.623,7304869500.0,-0.567569196224,2280.623
2013-08-08,2277.253,2297.628,2267.073,2276.782,5309843000.0,-0.168418899179,2276.782
2013-08-09,2288.51,2301.59,2258.334,2286.01,6460001700.0,0.405308902264,2286.01
2013-08-12,2296.22,2352.89,2293.176,2352.794,9786321600.0,2.9214220047,2352.794
2013-08-13,2352.883,2360.827,2340.733,2359.068,7839363600.0,0.266661673784,2359.068
2013-08-14,2362.619,2386.599,2340.833,2349.08,7594212800.0,-0.423387527466,2349.08
2013-08-15,2348.839,2362.089,2319.784,2321.576,6195185300.0,-1.17084133625,2321.576
2013-08-16,2314.261,2423.081,2295.023,2304.144,12036956300.0,-0.750869214535,2304.144
2013-08-19,2286.203,2340.194,2284.077,2331.43,7248322400.0,1.18421423435,2331.43
2013-08-20,2325.862,2353.409,2303.666,2312.465,7308634500.0,-0.813449263573,2312.465
2013-08-21,2320.584,2321.642,2291.053,2308.589,5500738400.0,-0.167613342404,2308.589
2013-08-22,2302.668,2329.143,2297.016,2303.932,5533810400.0,-0.201724946499,2303.932
2013-08-23,2314.866,2321.037,2251.92,2286.929,6896713300.0,-0.737999200821,2286.929
2013-08-26,2294.759,2336.381,2288.496,2335.616,7037104300.0,2.12892484665,2335.616
2013-08-27,2332.8,2345.105,2322.461,2340.881,6599033300.0,0.22542232275,2340.881
2013-08-28,2326.096,2345.358,2307.043,2328.056,8925617400.0,-0.547870635986,2328.056
2013-08-29,2338.564,2342.32,2308.145,2318.311,6608541500.0,-0.41858959198,2318.311
2013-08-30,2315.913,2334.413,2303.609,2313.91,8765451500.0,-0.189836487174,2313.91
2013-09-02,2319.957,2329.867,2297.449,2320.344,7951024900.0,0.278057485819,2320.344
2013-09-03,2326.231,2354.856,2321.304,2354.502,8055400500.0,1.47210931778,2354.502
2013-09-04,2352.537,2360.663,2345.437,2350.699,7872576300.0,-0.1615203619,2350.699
2013-09-05,2350.927,2351.218,2336.754,2341.735,6295138300.0,-0.381333380938,2341.735
2013-09-06,2336.767,2361.178,2335.932,2357.782,7334011600.0,0.685261130333,2357.782
2013-09-09,2374.26,2449.249,2372.686,2440.609,14988964000.0,3.51292014122,2440.609
2013-09-10,2446.454,2475.195,2435.826,2474.894,15485599200.0,1.40477228165,2474.894
2013-09-11,2483.791,2504.469,2471.624,2482.889,16691497400.0,0.323044151068,2482.889
2013-09-12,2480.468,2527.383,2469.718,2507.455,14517317500.0,0.989411950111,2507.455
2013-09-13,2502.54,2515.781,2481.454,2488.902,11077504900.0,-0.739913582802,2488.902
2013-09-16,2501.077,2503.694,2467.129,2478.39,10538328200.0,-0.422354906797,2478.39
2013-09-17,2480.81,2481.71,2426.462,2427.322,9945998200.0,-2.06053113937,2427.322
2013-09-18,2426.04,2439.626,2407.243,2432.51,7104075900.0,0.213733494282,2432.51
2013-09-23,2441.516,2473.163,2439.993,2472.288,8012835200.0,1.63526558876,2472.288
2013-09-24,2470.715,2470.746,2420.085,2443.885,9785301300.0,-1.14885485172,2443.885
2013-09-25,2440.835,2455.037,2423.276,2429.03,9051841800.0,-0.607843637466,2429.03
2013-09-26,2422.631,2422.631,2382.535,2384.443,8623677000.0,-1.83558869362,2384.443
2013-09-27,2382.218,2402.196,2379.856,2394.971,6597150800.0,0.44152867794,2394.971
2013-09-30,2406.205,2415.075,2397.22,2409.037,5951399200.0,0.587314009666,2409.037
2013-10-08,2406.415,2446.703,2392.572,2441.811,8478550600.0,1.360460639,2441.811
2013-10-09,2432.94,2453.746,2424.769,2453.583,7627764500.0,0.482101202011,2453.583
2013-10-10,2455.64,2455.979,2422.017,2429.317,9032970600.0,-0.989002585411,2429.317
2013-10-11,2442.364,2471.165,2439.634,2468.508,9338826100.0,1.61325180531,2468.508
2013-10-14,2472.267,2483.131,2462.551,2472.542,10008130100.0,0.163418546319,2472.542
2013-10-15,2475.324,2479.134,2449.416,2467.517,8917349600.0,-0.203232139349,2467.517
2013-10-16,2459.077,2459.077,2409.718,2421.371,8897983400.0,-1.87013912201,2421.371
2013-10-17,2432.645,2440.919,2407.777,2413.33,7122247400.0,-0.332084596157,2413.33
2013-10-18,2415.118,2435.712,2410.599,2426.054,6029163000.0,0.527238309383,2426.054
2013-10-21,2431.915,2472.785,2423.562,2471.322,8490979500.0,1.8659106493,2471.322
2013-10-22,2470.255,2470.255,2439.859,2445.891,9070302900.0,-1.02904438972,2445.891
2013-10-23,2451.556,2474.372,2412.483,2418.491,9154535500.0,-1.12024617195,2418.491
2013-10-24,2412.235,2422.943,2395.474,2400.511,6456082100.0,-0.743438780308,2400.511
2013-10-25,2400.517,2413.332,2353.993,2368.559,7707018200.0,-1.33104991913,2368.559
2013-10-28,2372.571,2377.249,2351.862,2365.954,6287615200.0,-0.109982483089,2365.954
2013-10-29,2369.216,2408.616,2327.904,2372.053,10673783300.0,0.257781863213,2372.053
2013-10-30,2371.853,2407.851,2365.506,2407.471,9217812600.0,1.49313700199,2407.471
2013-10-31,2398.395,2398.395,2370.226,2373.718,8273696400.0,-1.40201067924,2373.718
2013-11-01,2373.962,2395.005,2365.146,2384.96,6305576200.0,0.473603010178,2384.96
2013-11-04,2397.21,2404.896,2376.355,2380.454,5179846100.0,-0.188933983445,2380.454
2013-11-05,2366.884,2385.688,2343.801,2383.769,6208448800.0,0.139259144664,2383.769
2013-11-06,2371.324,2383.54,2352.787,2353.568,6377666300.0,-1.26694321632,2353.568
2013-11-07,2351.871,2356.672,2328.253,2340.552,5482174700.0,-0.553032696247,2340.552
2013-11-08,2329.084,2342.672,2306.041,2307.945,5378850800.0,-1.39313292503,2307.945
2013-11-11,2305.94,2325.228,2295.003,2315.889,4573945700.0,0.344202309847,2315.889
2013-11-12,2319.362,2342.529,2316.603,2340.0,5268754500.0,1.04111206532,2340.0
2013-11-13,2325.36,2325.563,2287.547,2288.116,5984883100.0,-2.21726489067,2288.116
2013-11-14,2291.269,2305.696,2279.006,2304.501,5731035600.0,0.71609133482,2304.501
2013-11-15,2306.549,2377.211,2306.549,2350.734,8639177100.0,2.00620436668,2350.734
2013-11-18,2367.883,2429.566,2361.038,2428.903,11003463300.0,3.3253018856,2428.903
2013-11-19,2427.928,2427.928,2405.076,2412.163,7864829600.0,-0.689200043678,2412.163
2013-11-20,2428.767,2435.427,2406.417,2424.85,7229180100.0,0.52595949173,2424.85
2013-11-21,2412.451,2415.383,2382.878,2409.989,8770667700.0,-0.61286264658,2409.989
2013-11-22,2415.29,2418.999,2393.581,2397.962,7500067500.0,-0.499047935009,2397.962
2013-11-25,2385.784,2418.853,2380.689,2388.629,6614473400.0,-0.389205485582,2388.629
2013-11-26,2387.826,2399.022,2380.412,2387.416,5918586400.0,-0.0507822670043,2387.416
2013-11-27,2386.362,2422.806,2383.78,2414.481,7529408800.0,1.13365244865,2414.481
2013-11-28,2419.15,2460.556,2417.235,2439.53,9066040600.0,1.03744864464,2439.53
2013-11-29,2442.676,2446.395,2432.387,2438.944,6180374600.0,-0.0240210201591,2438.944
2013-12-02,2423.969,2464.863,2397.007,2418.788,11965512300.0,-0.826423227787,2418.788
2013-12-03,2410.693,2448.333,2406.663,2442.784,7445575200.0,0.992067098618,2442.784
2013-12-04,2439.824,2486.64,2434.694,2475.135,10265023500.0,1.3243496418,2475.135
2013-12-05,2476.453,2481.747,2460.576,2468.197,7770893200.0,-0.280307948589,2468.197
2013-12-06,2463.043,2470.813,2445.623,2452.287,6611408900.0,-0.644600093365,2452.287
2013-12-09,2460.028,2468.948,2445.94,2450.872,5716488400.0,-0.057701241225,2450.872
2013-12-10,2456.23,2466.66,2444.526,2453.322,6694142400.0,0.0999644175172,2453.322
2013-12-11,2440.503,2440.503,2400.742,2412.763,6807514400.0,-1.65322768688,2412.763
2013-12-12,2406.766,2423.309,2402.769,2410.015,5014771900.0,-0.113894321024,2410.015
2013-12-13,2388.659,2416.26,2386.246,2406.639,5150119600.0,-0.140082120895,2406.639
2013-12-16,2408.678,2412.734,2367.43,2367.923,6458167400.0,-1.60871660709,2367.923
2013-12-17,2369.255,2373.286,2351.183,2356.376,4848389100.0,-0.487642556429,2356.376
2013-12-18,2356.703,2368.583,2350.451,2357.226,4001520700.0,0.0360723398626,2357.226
2013-12-19,2366.205,2370.991,2331.194,2332.41,4809568000.0,-1.05276286602,2332.41
2013-12-20,2335.052,2338.875,2278.096,2278.136,6520420700.0,-2.32694935799,2278.136
2013-12-23,2283.8,2295.765,2259.575,2284.602,4558028500.0,0.283828526735,2284.602
2013-12-24,2291.125,2312.832,2270.245,2288.248,4559916800.0,0.159590154886,2288.248
